Date,Close
16-May-18,"2,722.46"
15-May-18,"2,711.45"
14-May-18,"2,730.13"
11-May-18,"2,727.72"
10-May-18,"2,723.07"
9-May-18,"2,697.79"
8-May-18,"2,671.92"
7-May-18,"2,672.63"
4-May-18,"2,663.42"
3-May-18,"2,629.73"
2-May-18,"2,635.67"
1-May-18,"2,654.80"
30-Apr-18,"2,648.05"
27-Apr-18,"2,669.91"
26-Apr-18,"2,666.94"
25-Apr-18,"2,639.40"
24-Apr-18,"2,634.56"
23-Apr-18,"2,670.29"
20-Apr-18,"2,670.14"
19-Apr-18,"2,693.13"
18-Apr-18,"2,708.64"
17-Apr-18,"2,706.39"
16-Apr-18,"2,677.84"
13-Apr-18,"2,656.30"
12-Apr-18,"2,663.99"
11-Apr-18,"2,642.19"
10-Apr-18,"2,656.87"
9-Apr-18,"2,613.16"
6-Apr-18,"2,604.47"
5-Apr-18,"2,662.84"
4-Apr-18,"2,644.69"
3-Apr-18,"2,614.45"
2-Apr-18,"2,581.88"
29-Mar-18,"2,640.87"
28-Mar-18,"2,605.00"
27-Mar-18,"2,612.62"
26-Mar-18,"2,658.55"
23-Mar-18,"2,588.26"
22-Mar-18,"2,643.69"
21-Mar-18,"2,711.93"
20-Mar-18,"2,716.94"
19-Mar-18,"2,712.92"
16-Mar-18,"2,752.01"
15-Mar-18,"2,747.33"
14-Mar-18,"2,749.48"
13-Mar-18,"2,765.31"
12-Mar-18,"2,783.02"
9-Mar-18,"2,786.57"
8-Mar-18,"2,738.97"
7-Mar-18,"2,726.80"
6-Mar-18,"2,728.12"
5-Mar-18,"2,720.94"
2-Mar-18,"2,691.25"
1-Mar-18,"2,677.67"
28-Feb-18,"2,713.83"
27-Feb-18,"2,744.28"
26-Feb-18,"2,779.60"
23-Feb-18,"2,747.30"
22-Feb-18,"2,703.96"
21-Feb-18,"2,701.33"
20-Feb-18,"2,716.26"
16-Feb-18,"2,732.22"
15-Feb-18,"2,731.20"
14-Feb-18,"2,698.63"
13-Feb-18,"2,662.94"
12-Feb-18,"2,656.00"
9-Feb-18,"2,619.55"
8-Feb-18,"2,581.00"
7-Feb-18,"2,681.66"
6-Feb-18,"2,695.14"
5-Feb-18,"2,648.94"
2-Feb-18,"2,762.13"
1-Feb-18,"2,821.98"
31-Jan-18,"2,823.81"
30-Jan-18,"2,822.43"
29-Jan-18,"2,853.53"
26-Jan-18,"2,872.87"
25-Jan-18,"2,839.25"
24-Jan-18,"2,837.54"
23-Jan-18,"2,839.13"
22-Jan-18,"2,832.97"
19-Jan-18,"2,810.30"
18-Jan-18,"2,798.03"
17-Jan-18,"2,802.56"
16-Jan-18,"2,776.42"
12-Jan-18,"2,786.24"
11-Jan-18,"2,767.56"
10-Jan-18,"2,748.23"
9-Jan-18,"2,751.29"
8-Jan-18,"2,747.71"
5-Jan-18,"2,743.15"
4-Jan-18,"2,723.99"
3-Jan-18,"2,713.06"
2-Jan-18,"2,695.81"
